review_id,review_text,sentiment
1250,"Amazing experience, will order again",positive
1251,Terrible service and rude delivery partner,negative
1252,Product quality is fine,neutral
1253,Excellent experience with instant delivery,positive
1254,Delivery was very late and disappointing,negative
1255,Delivery was super fast and very convenient,positive
1256,App keeps crashing frequently,negative
1257,Prices are slightly high but service is okay,neutral
1258,Loved the quick service and fresh products,positive
1259,Delivery time was acceptable,neutral
1260,"Very slow delivery, not satisfied",negative
1261,Overall experience is normal,neutral
1262,Order arrived as expected,neutral
1263,"Service is average, could be better",neutral
1264,"Worst experience, order got cancelled",negative
1265,Customer support was very helpful,positive
1266,Refund process is too slow,negative
1267,"Service is average, could be better",neutral
1268,Smooth ordering and fast checkout,positive
1269,"Worst experience, order got cancelled",negative
1270,Customer service is very bad,negative
1271,Products were fresh and well packed,positive
1272,Wrong items delivered again,negative
1273,Great service and friendly delivery partner,positive
1274,"Very slow delivery, not satisfied",negative
1275,Experience was neither good nor bad,neutral
1276,Loved the quick service and fresh products,positive
1277,"Service is average, could be better",neutral
1278,"Worst experience, order got cancelled",negative
1279,Wrong items delivered again,negative
1280,Not happy with the overall service,negative
1281,Terrible service and rude delivery partner,negative
1282,"Worst experience, order got cancelled",negative
1283,"Amazing experience, will order again",positive
1284,Overall experience is normal,neutral
1285,Delivery was very late and disappointing,negative
1286,Wrong items delivered again,negative
1287,Terrible service and rude delivery partner,negative
1288,App works fine most of the time,neutral
1289,Support team responded late,neutral
1290,"Super quick delivery, highly recommended",positive
1291,Delivery time was acceptable,neutral
1292,Excellent experience with instant delivery,positive
1293,"Delivery was okay, nothing special",neutral
1294,Wrong items delivered again,negative
1295,"Worst experience, order got cancelled",negative
1296,Support team responded late,neutral
1297,"Service is average, could be better",neutral
1298,"Amazing experience, will order again",positive
1299,Wrong items delivered again,negative
1300,Refund process is too slow,negative
1301,Smooth ordering and fast checkout,positive
1302,Delivery was very late and disappointing,negative
1303,Loved the quick service and fresh products,positive
1304,Customer service is very bad,negative
1305,Experience was neither good nor bad,neutral
1306,Very happy with the app and delivery speed,positive
1307,Delivery was very late and disappointing,negative
1308,Excellent experience with instant delivery,positive
1309,Products were damaged and poorly packed,negative
1310,Delivery time was acceptable,neutral
1311,Very happy with the app and delivery speed,positive
1312,Prices are slightly high but service is okay,neutral
1313,Loved the quick service and fresh products,positive
1314,Loved the quick service and fresh products,positive
1315,App keeps crashing frequently,negative
1316,Wrong items delivered again,negative
1317,Delivery was super fast and very convenient,positive
1318,Great service and friendly delivery partner,positive
1319,Customer support was very helpful,positive
1320,"Amazing experience, will order again",positive
1321,"Amazing experience, will order again",positive
1322,Very happy with the app and delivery speed,positive
1323,Overall experience is normal,neutral
1324,Smooth ordering and fast checkout,positive
1325,Smooth ordering and fast checkout,positive
1326,Order arrived as expected,neutral
1327,Support team responded late,neutral
1328,Customer support was very helpful,positive
1329,Loved the quick service and fresh products,positive
1330,Great service and friendly delivery partner,positive
1331,"Service is average, could be better",neutral
1332,Order arrived as expected,neutral
1333,"Service is average, could be better",neutral
1334,Excellent experience with instant delivery,positive
1335,Terrible service and rude delivery partner,negative
1336,Very happy with the app and delivery speed,positive
1337,Prices are slightly high but service is okay,neutral
1338,Delivery was very late and disappointing,negative
1339,Excellent experience with instant delivery,positive
1340,Not happy with the overall service,negative
1341,Delivery time was acceptable,neutral
1342,Overall experience is normal,neutral
1343,Delivery was very late and disappointing,negative
1344,App works fine most of the time,neutral
1345,Delivery was super fast and very convenient,positive
1346,Wrong items delivered again,negative
1347,Overall experience is normal,neutral
1348,"Amazing experience, will order again",positive
1349,Refund process is too slow,negative
1350,"Worst experience, order got cancelled",negative
1351,Products were damaged and poorly packed,negative
1352,Excellent experience with instant delivery,positive
1353,"Super quick delivery, highly recommended",positive
1354,Delivery time was acceptable,neutral
1355,Excellent experience with instant delivery,positive
1356,Delivery was super fast and very convenient,positive
1357,Terrible service and rude delivery partner,negative
1358,Customer support was very helpful,positive
1359,Delivery time was acceptable,neutral
1360,Not happy with the overall service,negative
1361,Products were fresh and well packed,positive
1362,Delivery was super fast and very convenient,positive
1363,"Delivery was okay, nothing special",neutral
1364,Excellent experience with instant delivery,positive
1365,Delivery was super fast and very convenient,positive
1366,Products were damaged and poorly packed,negative
1367,Loved the quick service and fresh products,positive
1368,"Very slow delivery, not satisfied",negative
1369,Customer service is very bad,negative
1370,Smooth ordering and fast checkout,positive
1371,Refund process is too slow,negative
1372,Customer service is very bad,negative
1373,Support team responded late,neutral
1374,Excellent experience with instant delivery,positive
1375,"Very slow delivery, not satisfied",negative
1376,App works fine most of the time,neutral
1377,Products were fresh and well packed,positive
1378,Not happy with the overall service,negative
1379,Support team responded late,neutral
1380,Experience was neither good nor bad,neutral
1381,Prices are slightly high but service is okay,neutral
1382,App works fine most of the time,neutral
1383,Experience was neither good nor bad,neutral
1384,Experience was neither good nor bad,neutral
1385,Not happy with the overall service,negative
1386,"Delivery was okay, nothing special",neutral
1387,App works fine most of the time,neutral
1388,App works fine most of the time,neutral
1389,App keeps crashing frequently,negative
1390,"Very slow delivery, not satisfied",negative
1391,Loved the quick service and fresh products,positive
1392,"Service is average, could be better",neutral
1393,Delivery was very late and disappointing,negative
1394,Smooth ordering and fast checkout,positive
1395,Order arrived as expected,neutral
1396,Loved the quick service and fresh products,positive
1397,Delivery was super fast and very convenient,positive
1398,Product quality is fine,neutral
1399,"Very slow delivery, not satisfied",negative
1400,Products were damaged and poorly packed,negative
1401,Loved the quick service and fresh products,positive
1402,App keeps crashing frequently,negative
1403,Order arrived as expected,neutral
1404,Product quality is fine,neutral
1405,Delivery was very late and disappointing,negative
1406,App keeps crashing frequently,negative
1407,"Worst experience, order got cancelled",negative
1408,Delivery was super fast and very convenient,positive
1409,Smooth ordering and fast checkout,positive
1410,Overall experience is normal,neutral
1411,Products were damaged and poorly packed,negative
1412,Loved the quick service and fresh products,positive
1413,"Delivery was okay, nothing special",neutral
1414,Loved the quick service and fresh products,positive
1415,Loved the quick service and fresh products,positive
1416,Delivery time was acceptable,neutral
1417,Not happy with the overall service,negative
1418,Prices are slightly high but service is okay,neutral
1419,Not happy with the overall service,negative
1420,Not happy with the overall service,negative
1421,Product quality is fine,neutral
1422,"Very slow delivery, not satisfied",negative
1423,Excellent experience with instant delivery,positive
1424,Product quality is fine,neutral
1425,Terrible service and rude delivery partner,negative
1426,Wrong items delivered again,negative
1427,Customer support was very helpful,positive
1428,Smooth ordering and fast checkout,positive
1429,Prices are slightly high but service is okay,neutral
1430,Smooth ordering and fast checkout,positive
1431,Customer service is very bad,negative
1432,Customer support was very helpful,positive
1433,"Service is average, could be better",neutral
1434,Excellent experience with instant delivery,positive
1435,Products were damaged and poorly packed,negative
1436,App works fine most of the time,neutral
1437,App keeps crashing frequently,negative
1438,Delivery was very late and disappointing,negative
1439,"Worst experience, order got cancelled",negative
1440,"Delivery was okay, nothing special",neutral
1441,Loved the quick service and fresh products,positive
1442,Wrong items delivered again,negative
1443,Product quality is fine,neutral
1444,Delivery was very late and disappointing,negative
1445,Customer service is very bad,negative
1446,Delivery was very late and disappointing,negative
1447,Overall experience is normal,neutral
1448,Products were fresh and well packed,positive
1449,Products were fresh and well packed,positive
1450,Delivery time was acceptable,neutral
1451,Support team responded late,neutral
1452,Overall experience is normal,neutral
1453,Experience was neither good nor bad,neutral
1454,Delivery was super fast and very convenient,positive
1455,Terrible service and rude delivery partner,negative
1456,Delivery was very late and disappointing,negative
1457,Very happy with the app and delivery speed,positive
1458,Loved the quick service and fresh products,positive
1459,Products were fresh and well packed,positive
1460,Delivery time was acceptable,neutral
1461,Product quality is fine,neutral
1462,Overall experience is normal,neutral
1463,Smooth ordering and fast checkout,positive
1464,Smooth ordering and fast checkout,positive
1465,"Delivery was okay, nothing special",neutral
1466,Very happy with the app and delivery speed,positive
1467,Product quality is fine,neutral
1468,Great service and friendly delivery partner,positive
1469,Order arrived as expected,neutral
1470,Wrong items delivered again,negative
1471,Loved the quick service and fresh products,positive
1472,Delivery was super fast and very convenient,positive
1473,Not happy with the overall service,negative
1474,Smooth ordering and fast checkout,positive
1475,Customer service is very bad,negative
1476,Refund process is too slow,negative
1477,Wrong items delivered again,negative
1478,"Delivery was okay, nothing special",neutral
1479,Products were damaged and poorly packed,negative
1480,Products were fresh and well packed,positive
1481,Loved the quick service and fresh products,positive
1482,Delivery time was acceptable,neutral
1483,Not happy with the overall service,negative
1484,App works fine most of the time,neutral
1485,Wrong items delivered again,negative
1486,Product quality is fine,neutral
1487,"Amazing experience, will order again",positive
1488,Terrible service and rude delivery partner,negative
1489,Order arrived as expected,neutral
1490,Order arrived as expected,neutral
1491,App keeps crashing frequently,negative
1492,Not happy with the overall service,negative
1493,Refund process is too slow,negative
1494,Products were damaged and poorly packed,negative
1495,Great service and friendly delivery partner,positive
1496,Great service and friendly delivery partner,positive
1497,Delivery was very late and disappointing,negative
1498,Products were damaged and poorly packed,negative
1499,Customer service is very bad,negative
1500,Refund process is too slow,negative
1501,App works fine most of the time,neutral
1502,Loved the quick service and fresh products,positive
1503,"Super quick delivery, highly recommended",positive
1504,Overall experience is normal,neutral
1505,"Very slow delivery, not satisfied",negative
1506,Very happy with the app and delivery speed,positive
1507,Product quality is fine,neutral
1508,"Super quick delivery, highly recommended",positive
1509,"Amazing experience, will order again",positive
1510,Experience was neither good nor bad,neutral
1511,App works fine most of the time,neutral
1512,"Very slow delivery, not satisfied",negative
1513,Terrible service and rude delivery partner,negative
1514,Experience was neither good nor bad,neutral
1515,Refund process is too slow,negative
1516,Wrong items delivered again,negative
1517,Excellent experience with instant delivery,positive
1518,Smooth ordering and fast checkout,positive
1519,"Super quick delivery, highly recommended",positive
1520,Products were fresh and well packed,positive
1521,Very happy with the app and delivery speed,positive
1522,Customer service is very bad,negative
1523,Support team responded late,neutral
1524,Terrible service and rude delivery partner,negative
1525,Refund process is too slow,negative
1526,Great service and friendly delivery partner,positive
1527,"Super quick delivery, highly recommended",positive
1528,"Very slow delivery, not satisfied",negative
1529,Overall experience is normal,neutral
1530,Support team responded late,neutral
1531,Products were fresh and well packed,positive
1532,Support team responded late,neutral
1533,Delivery was super fast and very convenient,positive
1534,"Service is average, could be better",neutral
1535,Not happy with the overall service,negative
1536,Loved the quick service and fresh products,positive
1537,Smooth ordering and fast checkout,positive
1538,"Very slow delivery, not satisfied",negative
1539,Delivery was very late and disappointing,negative
1540,Smooth ordering and fast checkout,positive
1541,"Service is average, could be better",neutral
1542,Not happy with the overall service,negative
1543,Delivery time was acceptable,neutral
1544,App works fine most of the time,neutral
1545,Excellent experience with instant delivery,positive
1546,Overall experience is normal,neutral
1547,Not happy with the overall service,negative
1548,App keeps crashing frequently,negative
1549,App keeps crashing frequently,negative
1550,Excellent experience with instant delivery,positive
1551,"Amazing experience, will order again",positive
1552,App keeps crashing frequently,negative
1553,Support team responded late,neutral
1554,Order arrived as expected,neutral
1555,Products were fresh and well packed,positive
1556,Great service and friendly delivery partner,positive
1557,Smooth ordering and fast checkout,positive
1558,Order arrived as expected,neutral
1559,"Delivery was okay, nothing special",neutral
1560,"Very slow delivery, not satisfied",negative
1561,Loved the quick service and fresh products,positive
1562,Customer support was very helpful,positive
1563,Product quality is fine,neutral
1564,Very happy with the app and delivery speed,positive
1565,Smooth ordering and fast checkout,positive
1566,Customer service is very bad,negative
1567,Experience was neither good nor bad,neutral
1568,Products were fresh and well packed,positive
1569,Delivery was super fast and very convenient,positive
1570,App works fine most of the time,neutral
1571,Support team responded late,neutral
1572,Excellent experience with instant delivery,positive
1573,Refund process is too slow,negative
1574,Great service and friendly delivery partner,positive
1575,Terrible service and rude delivery partner,negative
1576,"Very slow delivery, not satisfied",negative
1577,Order arrived as expected,neutral
1578,Support team responded late,neutral
1579,App works fine most of the time,neutral
1580,Very happy with the app and delivery speed,positive
1581,"Worst experience, order got cancelled",negative
1582,Customer support was very helpful,positive
1583,"Amazing experience, will order again",positive
1584,Customer support was very helpful,positive
1585,"Amazing experience, will order again",positive
1586,Prices are slightly high but service is okay,neutral
1587,Product quality is fine,neutral
1588,Refund process is too slow,negative
1589,Great service and friendly delivery partner,positive
1590,Products were fresh and well packed,positive
1591,Refund process is too slow,negative
1592,Products were damaged and poorly packed,negative
1593,Delivery was very late and disappointing,negative
1594,Experience was neither good nor bad,neutral
1595,Excellent experience with instant delivery,positive
1596,Prices are slightly high but service is okay,neutral
1597,Terrible service and rude delivery partner,negative
1598,Product quality is fine,neutral
1599,"Very slow delivery, not satisfied",negative
1600,App works fine most of the time,neutral
1601,Delivery was very late and disappointing,negative
1602,"Super quick delivery, highly recommended",positive
1603,Terrible service and rude delivery partner,negative
1604,Overall experience is normal,neutral
1605,Product quality is fine,neutral
1606,"Service is average, could be better",neutral
1607,"Amazing experience, will order again",positive
1608,Smooth ordering and fast checkout,positive
1609,App keeps crashing frequently,negative
1610,Order arrived as expected,neutral
1611,Wrong items delivered again,negative
1612,Prices are slightly high but service is okay,neutral
1613,Overall experience is normal,neutral
1614,Excellent experience with instant delivery,positive
1615,Excellent experience with instant delivery,positive
1616,Delivery was super fast and very convenient,positive
1617,Delivery time was acceptable,neutral
1618,"Amazing experience, will order again",positive
1619,Great service and friendly delivery partner,positive
1620,App keeps crashing frequently,negative
1621,Not happy with the overall service,negative
1622,"Worst experience, order got cancelled",negative
1623,Prices are slightly high but service is okay,neutral
1624,App works fine most of the time,neutral
1625,Products were damaged and poorly packed,negative
1626,Order arrived as expected,neutral
1627,"Service is average, could be better",neutral
1628,Overall experience is normal,neutral
1629,Delivery time was acceptable,neutral
1630,Customer service is very bad,negative
1631,Loved the quick service and fresh products,positive
1632,Delivery time was acceptable,neutral
1633,Products were fresh and well packed,positive
1634,"Super quick delivery, highly recommended",positive
1635,Terrible service and rude delivery partner,negative
1636,Delivery was super fast and very convenient,positive
1637,Support team responded late,neutral
1638,"Worst experience, order got cancelled",negative
1639,Support team responded late,neutral
1640,Prices are slightly high but service is okay,neutral
1641,"Amazing experience, will order again",positive
1642,Products were fresh and well packed,positive
1643,Products were damaged and poorly packed,negative
1644,Loved the quick service and fresh products,positive
1645,Not happy with the overall service,negative
1646,"Very slow delivery, not satisfied",negative
1647,App works fine most of the time,neutral
1648,Overall experience is normal,neutral
1649,Products were fresh and well packed,positive
1650,Overall experience is normal,neutral
1651,Customer service is very bad,negative
1652,"Worst experience, order got cancelled",negative
1653,Delivery was super fast and very convenient,positive
1654,"Super quick delivery, highly recommended",positive
1655,Overall experience is normal,neutral
1656,Overall experience is normal,neutral
1657,Prices are slightly high but service is okay,neutral
1658,Product quality is fine,neutral
1659,"Service is average, could be better",neutral
1660,"Worst experience, order got cancelled",negative
1661,"Delivery was okay, nothing special",neutral
1662,Terrible service and rude delivery partner,negative
1663,Order arrived as expected,neutral
1664,Delivery was super fast and very convenient,positive
1665,Products were damaged and poorly packed,negative
1666,Product quality is fine,neutral
1667,Excellent experience with instant delivery,positive
1668,Very happy with the app and delivery speed,positive
1669,Overall experience is normal,neutral
1670,App keeps crashing frequently,negative
1671,Smooth ordering and fast checkout,positive
1672,Delivery was very late and disappointing,negative
1673,Refund process is too slow,negative
1674,"Delivery was okay, nothing special",neutral
1675,Prices are slightly high but service is okay,neutral
1676,Customer service is very bad,negative
1677,"Super quick delivery, highly recommended",positive
1678,Order arrived as expected,neutral
1679,Wrong items delivered again,negative
1680,Delivery time was acceptable,neutral
1681,Overall experience is normal,neutral
1682,Smooth ordering and fast checkout,positive
1683,Excellent experience with instant delivery,positive
1684,Great service and friendly delivery partner,positive
1685,Excellent experience with instant delivery,positive
1686,Products were damaged and poorly packed,negative
1687,App works fine most of the time,neutral
1688,Great service and friendly delivery partner,positive
1689,"Delivery was okay, nothing special",neutral
1690,"Amazing experience, will order again",positive
1691,"Delivery was okay, nothing special",neutral
1692,App works fine most of the time,neutral
1693,"Very slow delivery, not satisfied",negative
1694,"Super quick delivery, highly recommended",positive
1695,"Very slow delivery, not satisfied",negative
1696,Experience was neither good nor bad,neutral
1697,Not happy with the overall service,negative
1698,Smooth ordering and fast checkout,positive
1699,Delivery was super fast and very convenient,positive
1700,Customer support was very helpful,positive
1701,Wrong items delivered again,negative
1702,Delivery was super fast and very convenient,positive
1703,Experience was neither good nor bad,neutral
1704,Products were damaged and poorly packed,negative
1705,Delivery was very late and disappointing,negative
1706,"Delivery was okay, nothing special",neutral
1707,"Amazing experience, will order again",positive
1708,Very happy with the app and delivery speed,positive
1709,Customer support was very helpful,positive
1710,Loved the quick service and fresh products,positive
1711,Very happy with the app and delivery speed,positive
1712,"Delivery was okay, nothing special",neutral
1713,Delivery was very late and disappointing,negative
1714,Product quality is fine,neutral
1715,"Very slow delivery, not satisfied",negative
1716,Products were damaged and poorly packed,negative
1717,App keeps crashing frequently,negative
1718,Terrible service and rude delivery partner,negative
1719,App works fine most of the time,neutral
1720,"Amazing experience, will order again",positive
1721,"Amazing experience, will order again",positive
1722,Terrible service and rude delivery partner,negative
1723,"Super quick delivery, highly recommended",positive
1724,"Worst experience, order got cancelled",negative
1725,Customer service is very bad,negative
1726,Customer support was very helpful,positive
1727,Refund process is too slow,negative
1728,Delivery was super fast and very convenient,positive
1729,Refund process is too slow,negative
1730,Refund process is too slow,negative
1731,"Amazing experience, will order again",positive
1732,Experience was neither good nor bad,neutral
1733,"Delivery was okay, nothing special",neutral
1734,Experience was neither good nor bad,neutral
1735,"Service is average, could be better",neutral
1736,Wrong items delivered again,negative
1737,Excellent experience with instant delivery,positive
1738,Products were damaged and poorly packed,negative
1739,"Amazing experience, will order again",positive
1740,Experience was neither good nor bad,neutral
1741,Products were fresh and well packed,positive
1742,App keeps crashing frequently,negative
1743,Customer support was very helpful,positive
1744,App works fine most of the time,neutral
1745,Great service and friendly delivery partner,positive
1746,Order arrived as expected,neutral
1747,Product quality is fine,neutral
1748,"Super quick delivery, highly recommended",positive
1749,Product quality is fine,neutral
1750,Prices are slightly high but service is okay,neutral
1751,"Very slow delivery, not satisfied",negative
1752,Loved the quick service and fresh products,positive
1753,Order arrived as expected,neutral
1754,Not happy with the overall service,negative
1755,Order arrived as expected,neutral
1756,Overall experience is normal,neutral
1757,"Super quick delivery, highly recommended",positive
1758,Products were damaged and poorly packed,negative
1759,Not happy with the overall service,negative
1760,Customer service is very bad,negative
1761,Support team responded late,neutral
1762,Delivery was super fast and very convenient,positive
1763,Refund process is too slow,negative
1764,Delivery was super fast and very convenient,positive
1765,"Service is average, could be better",neutral
1766,Customer service is very bad,negative
1767,Experience was neither good nor bad,neutral
1768,Very happy with the app and delivery speed,positive
1769,"Delivery was okay, nothing special",neutral
1770,Great service and friendly delivery partner,positive
1771,Prices are slightly high but service is okay,neutral
1772,Delivery time was acceptable,neutral
1773,Products were damaged and poorly packed,negative
1774,"Very slow delivery, not satisfied",negative
1775,App works fine most of the time,neutral
1776,Not happy with the overall service,negative
1777,Delivery time was acceptable,neutral
1778,Not happy with the overall service,negative
1779,Not happy with the overall service,negative
1780,Smooth ordering and fast checkout,positive
1781,App works fine most of the time,neutral
1782,Delivery time was acceptable,neutral
1783,Delivery was super fast and very convenient,positive
1784,Delivery was very late and disappointing,negative
1785,Wrong items delivered again,negative
1786,Order arrived as expected,neutral
1787,Experience was neither good nor bad,neutral
1788,Support team responded late,neutral
1789,Terrible service and rude delivery partner,negative
1790,Wrong items delivered again,negative
1791,Smooth ordering and fast checkout,positive
1792,Very happy with the app and delivery speed,positive
1793,App works fine most of the time,neutral
1794,Great service and friendly delivery partner,positive
1795,Smooth ordering and fast checkout,positive
1796,Refund process is too slow,negative
1797,Great service and friendly delivery partner,positive
1798,Customer support was very helpful,positive
1799,App works fine most of the time,neutral
1800,Smooth ordering and fast checkout,positive
1801,Order arrived as expected,neutral
1802,Customer support was very helpful,positive
1803,Prices are slightly high but service is okay,neutral
1804,Product quality is fine,neutral
1805,Support team responded late,neutral
1806,Customer support was very helpful,positive
1807,App works fine most of the time,neutral
1808,Excellent experience with instant delivery,positive
1809,Overall experience is normal,neutral
1810,Loved the quick service and fresh products,positive
1811,App works fine most of the time,neutral
1812,Support team responded late,neutral
1813,Great service and friendly delivery partner,positive
1814,Delivery was super fast and very convenient,positive
1815,App keeps crashing frequently,negative
1816,"Worst experience, order got cancelled",negative
1817,Terrible service and rude delivery partner,negative
1818,"Delivery was okay, nothing special",neutral
1819,"Amazing experience, will order again",positive
1820,Refund process is too slow,negative
1821,Great service and friendly delivery partner,positive
1822,App keeps crashing frequently,negative
1823,"Delivery was okay, nothing special",neutral
1824,Support team responded late,neutral
1825,"Service is average, could be better",neutral
1826,Refund process is too slow,negative
1827,App works fine most of the time,neutral
1828,App keeps crashing frequently,negative
1829,Support team responded late,neutral
1830,"Amazing experience, will order again",positive
1831,"Very slow delivery, not satisfied",negative
1832,Terrible service and rude delivery partner,negative
1833,Delivery time was acceptable,neutral
1834,Loved the quick service and fresh products,positive
1835,"Worst experience, order got cancelled",negative
1836,"Amazing experience, will order again",positive
1837,Delivery was very late and disappointing,negative
1838,Delivery was super fast and very convenient,positive
1839,Smooth ordering and fast checkout,positive
1840,Customer support was very helpful,positive
1841,Not happy with the overall service,negative
1842,Terrible service and rude delivery partner,negative
1843,Not happy with the overall service,negative
1844,"Super quick delivery, highly recommended",positive
1845,Not happy with the overall service,negative
1846,Refund process is too slow,negative
1847,Refund process is too slow,negative
1848,Prices are slightly high but service is okay,neutral
1849,Wrong items delivered again,negative
1850,Product quality is fine,neutral
1851,Terrible service and rude delivery partner,negative
1852,"Amazing experience, will order again",positive
1853,Terrible service and rude delivery partner,negative
1854,Delivery time was acceptable,neutral
1855,Great service and friendly delivery partner,positive
1856,Refund process is too slow,negative
1857,Terrible service and rude delivery partner,negative
1858,Experience was neither good nor bad,neutral
1859,Smooth ordering and fast checkout,positive
1860,Refund process is too slow,negative
1861,Delivery was very late and disappointing,negative
1862,Refund process is too slow,negative
1863,Support team responded late,neutral
1864,"Delivery was okay, nothing special",neutral
1865,Order arrived as expected,neutral
1866,"Amazing experience, will order again",positive
1867,"Amazing experience, will order again",positive
1868,Product quality is fine,neutral
1869,Product quality is fine,neutral
1870,Very happy with the app and delivery speed,positive
1871,Customer support was very helpful,positive
1872,Overall experience is normal,neutral
1873,Customer support was very helpful,positive
1874,Smooth ordering and fast checkout,positive
1875,Support team responded late,neutral
1876,Very happy with the app and delivery speed,positive
1877,Experience was neither good nor bad,neutral
1878,App works fine most of the time,neutral
1879,Order arrived as expected,neutral
1880,"Amazing experience, will order again",positive
1881,Smooth ordering and fast checkout,positive
1882,"Very slow delivery, not satisfied",negative
1883,Overall experience is normal,neutral
1884,Delivery was very late and disappointing,negative
1885,Customer support was very helpful,positive
1886,Delivery was super fast and very convenient,positive
1887,Support team responded late,neutral
1888,"Super quick delivery, highly recommended",positive
1889,Support team responded late,neutral
1890,Product quality is fine,neutral
1891,"Worst experience, order got cancelled",negative
1892,"Very slow delivery, not satisfied",negative
1893,Excellent experience with instant delivery,positive
1894,App keeps crashing frequently,negative
1895,Smooth ordering and fast checkout,positive
1896,Wrong items delivered again,negative
1897,"Amazing experience, will order again",positive
1898,Delivery was very late and disappointing,negative
1899,Delivery was super fast and very convenient,positive
1900,Great service and friendly delivery partner,positive
1901,Smooth ordering and fast checkout,positive
1902,"Super quick delivery, highly recommended",positive
1903,Delivery was very late and disappointing,negative
1904,Wrong items delivered again,negative
1905,Order arrived as expected,neutral
1906,Experience was neither good nor bad,neutral
1907,Wrong items delivered again,negative
1908,"Service is average, could be better",neutral
1909,Experience was neither good nor bad,neutral
1910,Great service and friendly delivery partner,positive
1911,Prices are slightly high but service is okay,neutral
1912,Products were fresh and well packed,positive
1913,Refund process is too slow,negative
1914,Product quality is fine,neutral
1915,Smooth ordering and fast checkout,positive
1916,App keeps crashing frequently,negative
1917,App works fine most of the time,neutral
1918,"Amazing experience, will order again",positive
1919,Excellent experience with instant delivery,positive
1920,"Super quick delivery, highly recommended",positive
1921,Prices are slightly high but service is okay,neutral
1922,Products were fresh and well packed,positive
1923,Very happy with the app and delivery speed,positive
1924,Order arrived as expected,neutral
1925,"Delivery was okay, nothing special",neutral
1926,Refund process is too slow,negative
1927,Terrible service and rude delivery partner,negative
1928,Products were damaged and poorly packed,negative
1929,Order arrived as expected,neutral
1930,Delivery time was acceptable,neutral
1931,"Very slow delivery, not satisfied",negative
1932,Support team responded late,neutral
1933,Not happy with the overall service,negative
1934,Customer support was very helpful,positive
1935,Order arrived as expected,neutral
1936,Products were damaged and poorly packed,negative
1937,"Delivery was okay, nothing special",neutral
1938,Terrible service and rude delivery partner,negative
1939,Excellent experience with instant delivery,positive
1940,"Very slow delivery, not satisfied",negative
1941,Prices are slightly high but service is okay,neutral
1942,Order arrived as expected,neutral
1943,Order arrived as expected,neutral
1944,"Service is average, could be better",neutral
1945,App keeps crashing frequently,negative
1946,"Amazing experience, will order again",positive
1947,Not happy with the overall service,negative
1948,App keeps crashing frequently,negative
1949,Customer support was very helpful,positive
1950,Delivery time was acceptable,neutral
1951,App works fine most of the time,neutral
1952,Order arrived as expected,neutral
1953,"Super quick delivery, highly recommended",positive
1954,"Worst experience, order got cancelled",negative
1955,Support team responded late,neutral
1956,App works fine most of the time,neutral
1957,"Amazing experience, will order again",positive
1958,Wrong items delivered again,negative
1959,Excellent experience with instant delivery,positive
1960,Customer support was very helpful,positive
1961,Excellent experience with instant delivery,positive
1962,App works fine most of the time,neutral
1963,Products were damaged and poorly packed,negative
1964,"Worst experience, order got cancelled",negative
1965,Prices are slightly high but service is okay,neutral
1966,Smooth ordering and fast checkout,positive
1967,Very happy with the app and delivery speed,positive
1968,Refund process is too slow,negative
1969,Customer service is very bad,negative
1970,"Worst experience, order got cancelled",negative
1971,Refund process is too slow,negative
1972,Products were fresh and well packed,positive
1973,Delivery was very late and disappointing,negative
1974,"Worst experience, order got cancelled",negative
1975,Loved the quick service and fresh products,positive
1976,Product quality is fine,neutral
1977,Product quality is fine,neutral
1978,Terrible service and rude delivery partner,negative
1979,Delivery was super fast and very convenient,positive
1980,Refund process is too slow,negative
1981,Products were fresh and well packed,positive
1982,Smooth ordering and fast checkout,positive
1983,Products were damaged and poorly packed,negative
1984,Order arrived as expected,neutral
1985,"Delivery was okay, nothing special",neutral
1986,"Super quick delivery, highly recommended",positive
1987,Wrong items delivered again,negative
1988,Products were fresh and well packed,positive
1989,App keeps crashing frequently,negative
1990,App works fine most of the time,neutral
1991,Loved the quick service and fresh products,positive
1992,App works fine most of the time,neutral
1993,"Service is average, could be better",neutral
1994,App keeps crashing frequently,negative
1995,Very happy with the app and delivery speed,positive
1996,"Delivery was okay, nothing special",neutral
1997,Not happy with the overall service,negative
1998,Customer support was very helpful,positive
1999,"Amazing experience, will order again",positive
2000,"Delivery was okay, nothing special",neutral
2001,Product quality is fine,neutral
2002,Delivery was very late and disappointing,negative
2003,Delivery was super fast and very convenient,positive
2004,Products were fresh and well packed,positive
2005,Wrong items delivered again,negative
2006,"Super quick delivery, highly recommended",positive
2007,Products were fresh and well packed,positive
2008,"Delivery was okay, nothing special",neutral
2009,Experience was neither good nor bad,neutral
2010,Refund process is too slow,negative
2011,Product quality is fine,neutral
2012,"Worst experience, order got cancelled",negative
2013,Prices are slightly high but service is okay,neutral
2014,Smooth ordering and fast checkout,positive
2015,Delivery time was acceptable,neutral
2016,Customer service is very bad,negative
2017,Refund process is too slow,negative
2018,Delivery was very late and disappointing,negative
2019,Refund process is too slow,negative
2020,Wrong items delivered again,negative
2021,Prices are slightly high but service is okay,neutral
2022,Terrible service and rude delivery partner,negative
2023,Delivery was very late and disappointing,negative
2024,App works fine most of the time,neutral
2025,Products were fresh and well packed,positive
2026,"Super quick delivery, highly recommended",positive
2027,Delivery was very late and disappointing,negative
2028,"Worst experience, order got cancelled",negative
